timestamp,option,implementation,n,block_size,threads,run,time_s,gflops,joules,watts,exit_code,error
2026-05-31T23:59:44,5,sycl_block,1024,64,,2,0.0431499,16.5893,0.724008,16.778885,0,
2026-05-31T23:59:44,5,sycl_block,1024,64,,3,0.04317,16.5816,1.085195,25.137726,0,
2026-05-31T23:59:45,5,sycl_block,1024,128,,1,0.04316,16.5855,0.715616,16.580552,0,
2026-05-31T23:59:45,5,sycl_block,1024,128,,2,0.0431619,16.5847,0.757194,17.543124,0,
2026-05-31T23:59:46,5,sycl_block,1024,128,,3,0.0431459,16.5909,0.919859,21.319734,0,
2026-05-31T23:59:47,5,sycl_block,2048,32,,1,0.23873,23.9879,4.78384,20.038709,0,
2026-05-31T23:59:48,5,sycl_block,2048,32,,2,0.149379,38.3362,3.026439,20.260135,0,
2026-05-31T23:59:49,5,sycl_block,2048,32,,3,0.149356,38.3421,3.016399,20.196018,0,
2026-05-31T23:59:50,5,sycl_block,2048,64,,1,0.14987,38.2106,3.05453,20.381176,0,
2026-05-31T23:59:50,5,sycl_block,2048,64,,2,0.149665,38.2629,3.273085,21.869391,0,
2026-05-31T23:59:51,5,sycl_block,2048,64,,3,0.149622,38.2739,3.110434,20.788586,0,
2026-05-31T23:59:52,5,sycl_block,2048,128,,1,0.149509,38.3029,3.009076,20.126393,0,
2026-05-31T23:59:53,5,sycl_block,2048,128,,2,0.149531,38.2972,3.32658,22.246739,0,
2026-05-31T23:59:54,5,sycl_block,2048,128,,3,0.149496,38.3062,3.027889,20.254002,0,
2026-05-31T23:59:55,5,sycl_block,3072,32,,1,0.461126,41.9134,8.992913,19.50208,0,
2026-05-31T23:59:57,5,sycl_block,3072,32,,2,0.46104,41.9212,8.961436,19.437436,0,
2026-05-31T23:59:59,5,sycl_block,3072,32,,3,0.461138,41.9123,8.640743,18.737868,0,
2026-06-01T00:00:01,5,sycl_block,3072,64,,1,0.460896,41.9343,8.813982,19.12358,0,
2026-06-01T00:00:02,5,sycl_block,3072,64,,2,0.460957,41.9287,8.692605,18.857733,0,
2026-06-01T00:00:04,5,sycl_block,3072,64,,3,0.460678,41.9541,8.817247,19.139714,0,
2026-06-01T00:00:05,5,sycl_block,3072,128,,1,0.459886,42.0264,11.26489,24.494958,0,
2026-06-01T00:00:07,5,sycl_block,3072,128,,2,0.460803,41.9428,9.168258,19.896262,0,
2026-06-01T00:00:09,5,sycl_block,3072,128,,3,0.460731,41.9493,8.618192,18.705473,0,
2026-06-01T00:00:12,5,sycl_block,4096,32,,1,1.03287,44.355,17.899801,17.330142,0,
2026-06-01T00:00:14,5,sycl_block,4096,32,,2,1.03301,44.3492,17.949985,17.376458,0,
2026-06-01T00:00:17,5,sycl_block,4096,32,,3,1.03288,44.3548,18.201528,17.622197,0,
2026-06-01T00:00:20,5,sycl_block,4096,64,,1,1.03307,44.3465,18.058683,17.480618,0,
2026-06-01T00:00:23,5,sycl_block,4096,64,,2,1.0451,43.8361,18.544237,17.744032,0,
2026-06-01T00:00:26,5,sycl_block,4096,64,,3,1.08805,42.1054,19.533414,17.9526,0,
